ParasiteCorrectedName,Insect,GenusOnly,Commensal?,ZooScore,ConfidenceScore,XC ZooScore,XC CScore,XC Notes,XC WhoBy,XC Date,PGF ZooScore,PGF CScore,PGF notes,Non-GMPD,SearchStringGoog,Googlehits(As of 2/8/2017),SearchStringWOS,WOShits (As of 2/6/2017),Notes,Citation,PrintRef,WhoBy,DateEntry,XCCitation,PGF Citation,PGF more citations,Nematode
Spiculopteragia alicis ,,0,,,,-1,3,,VR,42653,,,,0,Spiculopteragia alicis      ,4,Spiculopteragia alicis      ,0,,"Umur et al., 2011",NEED,VR,42653,,,,
Spiculopteragia asymmetrica ,,0,,,,-1,3,,VR,42653,,,,0,Spiculopteragia asymmetrica      ,169,Spiculopteragia asymmetrica      ,18,,"Suarez et al., 1991",,VR,42653,,,,
Spiculopteragia boehmi ,,0,,,,-1,3,,VR,42653,,,,0,Spiculopteragia boehmi      ,73,Spiculopteragia boehmi      ,9,,Borgsteede 1982,,VR,42653,,,,
Spiculopteragia dagestanica ,,0,,,,-1,3,,VR,42653,,,,0,Spiculopteragia dagestanica      ,49,Spiculopteragia dagestanica      ,1,,"Cisek et al., 2003",,VR,42653,,,,
Spiculopteragia houdemeri ,,0,,,,-1,3,,VR,42653,,,,0,Spiculopteragia houdemeri      ,29,Spiculopteragia houdemeri      ,6,,"Sultan et al., 2012",,VR,42653,,,,
Spiculopteragia mathevossiani ,,0,,,,-1,3,,VR,42653,,,,0,Spiculopteragia mathevossiani      ,135,Spiculopteragia mathevossiani      ,12,,"Lienard et al., 2006",,VR,42653,,,,
Spiculopteragia odocoilei ,,0,,,,-1,2,,VR,42653,,,,0,Spiculopteragia odocoilei      ,54,Spiculopteragia odocoilei      ,4,,"Strohlein et al., 1988",,VR,42653,,,,
Spiculopteragia pursglovei ,,0,,,,-1,2,,VR,42653,,,,0,Spiculopteragia pursglovei      ,23,Spiculopteragia pursglovei      ,0,,"Strohlein et al., 1988",,VR,42653,,,,
Spiculopteragia spiculoptera ,,0,,,,-1,2,,VR,42653,,,,0,Spiculopteragia spiculoptera      ,197,Spiculopteragia spiculoptera      ,58,,"Rickard et al., 1993",,VR,42653,,,,
Spilopsyllus cuniculi ,,0,,0,1,0,2,,VR,42653,,,,0,Spilopsyllus cuniculi      ,1060,Spilopsyllus cuniculi      ,1,Bartonella alsatica was detected in these rabbit fleas; which has been known to cause infection in humans,Gideon,Gideon,VR,42653,,,,
Spilopsyllus inaequalis ,,0,,,,-1,3,,VR,42653,,,,0,Spilopsyllus inaequalis      ,18,Spilopsyllus inaequalis      ,155,,"Criffield et al., 2009",,VR,42653,,,,
Spirocerca lupi ,,0,,,,-1,2,,VR,42653,,,,0,Spirocerca lupi      ,1780,Spirocerca lupi      ,3,,"van der Merwe et al., 2008",,VR,42653,,,,
Spirodinium equi ,,0,,,,-1,3,,VR,42653,,,,0,Spirodinium equi      ,60,Spirodinium equi      ,60,,Davis 1941,,VR,42653,,,,
Spirometra erinaceieuropaei ,,3,,,,2,2,,VR,42649,,,,0,Spirometra erinaceieuropaei      ,593,Spirometra erinaceieuropaei      ,2,,"Wang et al., 2011",,VR,42649,,,,
Spirometra janickii ,,0,,1,2,-1,3,,VR,42649,-1,1,"Szczęsna et al. 2008: S. janickii (and S. janickii eggs) found in 40% Eurasion lynx fecal samples in Polish section of Bialowieza Primeval Forest.  Furmaga 1953 (can only see abstract): S. janickii found in Canis lupus and Lynx lynx.  Describes species.  Kołodziej-Sobocińska et al. 2014: Found what is probably S. janickii in badger.  They cite Furmaga 1953: Furmaga (1953) supposed that the Cyclops sp. [copepod] is the first and frog the second intermediate host of S. janickii.  Amphibians play an importan role in the diet of badgers.  It is most likely that the consumption of frogs or toads infected with Spirometra....resulted in bader infection.  However, it's possible the badger was infected via drinking water. Craig & Craig 2005: S. janickii is in wolves and its intermediate hosts are crustaceans, amphibians, and mammals.  Found no indication in any literature about S. janickii being found in humans.",0,Spirometra janickii      ,65,Spirometra janickii      ,83,,"Sobocinska et al., 2014",,VR,42649,,Szczęsna et al. 2008,Kołodziej-Sobocińska et al. 2014,
Spirometra mansonoides ,,0,,1,1,2,2,,VR,42649,2,2,"Beltrán Fabián et al. 2015: Spanish article about isolating S. mansonoides from the eye of a man in Peru.  In the U.S. there have been about 60 described cases of S. mansonoides and there have been about 30 cases of S. mansonoides in South America.  Landero et al. 1991: S. mansonoides caused cerebral sparganosis in a 27 year old woman.  Landero et al. 1991 describe S. mansonoides as a zoonosis and describe the lifecycle as ""Definite hosts for the adult worm are cats and dogs.  The eggs, ehd by the adult, pass with the feces and hatch in water, producing coracidia that are consumed by the first intermediate host, a crustacean (genus cyclops), and develop there...When a snake, frog, mouse, or raccoon (second intermediate host) drinks water containing the copepod...the larva penetrates the intestinal wall of the new host and migrates, usually to the muscles or subcutaenous tissues...Human sparganosis occurs when man is the second intermediate host...Although the most common cause of human sparganosis is the ingestion of infected cyclops in water, the eating of raw snakes or frogs or the application of their meat as cataplasms on human wounds seems to be the most prominant source in Asia.""  BUT their sources are not specifically for S. mansonoides.  Chan et al. 1987: Majority of human infections are caused by larvae of the Spirometra mansonoides species.  The adult tapeworms live in the intestines of dogs and cats.  Their eggs pass in the feces and hatch in fresh water, releasing coracidia...humans acquire the infection in several ways, most commonly by drinking contaminated water but ingestion of undercooked meat can cause it.  I'm going to call this a 2-2, because while proposed mechanisms for humans acquiring S. mansonoides from non humans are proposed, no case study specifically describes a human getting S. mansonoides from non-human vertebrates.",0,Spirometra mansonoides      ,1300,Spirometra mansonoides      ,1,http://www.isradiology.org/tropical_deseases/tmcr/chapter7/clinical13.htm,"Ramos et al., 2013",,VR,42649,,Landero et al. 1991,Chan et al. 1987,
Spirura aurangabadensis ,,0,,,,-1,3,,VR,42649,,,,0,Spirura aurangabadensis      ,24,Spirura aurangabadensis      ,0,,Bennett 2003,,VR,42649,,,,
Spirura diplocyphos ,,0,,,,-1,3,,VR,42649,,,,0,Spirura diplocyphos      ,10,Spirura diplocyphos      ,5,,Irwin and Raharison 2009,,VR,42649,,,,
Spirura guianensis ,,0,,,,-1,3,,VR,42649,,,,0,Spirura guianensis      ,59,Spirura guianensis      ,0,,"Thatcher et al., 1968",,VR,42649,,,,
Spirura marmosetae ,,0,,,,-1,3,,VR,42649,,,,0,Spirura marmosetae      ,8,Spirura marmosetae      ,7306,,"Thatcher et al., 1968",,VR,42649,,,,
Spongiform encephalopathy ,,0,,0,1,0,1,,VR,42648,,,,0,Spongiform encephalopathy      ,63500,Spongiform encephalopathy      ,16,,NEED,,VR,42648,,,,
Spumavirus Simian foamy virus    ,,0,,2,1,2,1,,VR,42648,,,,,Spumavirus Simian foamy virus    ,1510,Spumavirus Simian foamy virus    ,0,Persistent Zoonotic Infection of a Human with Simian Foamy Virus in the Absence of an Intact orf-2Accessory Gene,"Heneine et al., 1998",,VR,42648,,,,
Squamanema bonnei ,,0,,,,-1,3,,VR,42648,,,,0,Squamanema bonnei      ,8,Squamanema bonnei      ,123,,"Stuart et al., 1998",,VR,42648,,,,
Staphylococcus albus ,,0,,0,2,0,1,,VR,42648,,,,0,Staphylococcus albus      ,26200,Staphylococcus albus      ,101564,synonym of S. epidermis,Gideon,Gideon,VR,42648,,,,
Staphylococcus aureus ,,3,,,,3,1,,VR,42647,,,,0,Staphylococcus aureus      ,1320000,Staphylococcus aureus      ,56,,Gideon,,VR,42647,,,,
Staphylococcus auricularis ,,0,,0,2,0,1,,VR,42647,,,,0,Staphylococcus auricularis      ,2560,Staphylococcus auricularis      ,243,,Gideon,Gideon,VR,42647,,,,
Staphylococcus cohnii ,,0,,0,2,0,1,,VR,42647,,,,0,Staphylococcus cohnii      ,5380,Staphylococcus cohnii      ,10501,,Gideon,Gideon,VR,42647,,,,
Staphylococcus epidermidis ,,3,,,,0,1,,VR,42647,,,,0,Staphylococcus epidermidis      ,435000,Staphylococcus epidermidis      ,476,,Gideon,Gideon,VR,42647,,,,
Staphylococcus hyicus ,,0,,0,2,1,1,,VR,42646,,,,0,Staphylococcus hyicus      ,7440,Staphylococcus hyicus      ,902,,Gideon,Gideon,VR,42646,,,,
Staphylococcus intermedius ,,0,,0,2,1,1,,VR,42646,,,,0,Staphylococcus intermedius      ,18600,Staphylococcus intermedius      ,391,,Gideon,Gideon,VR,42646,,,,
Staphylococcus sciuri ,,0,,0,2,0,1,,VR,42646,,,,0,Staphylococcus sciuri      ,5660,Staphylococcus sciuri      ,412,,Gideon,Gideon,VR,42646,,,,
Staphylococcus simulans ,,0,,0,2,0,1,,VR,42646,,,,0,Staphylococcus simulans      ,7620,Staphylococcus simulans      ,451,,Gideon,Gideon,VR,42646,,,,
Staphylococcus warneri ,,0,,0,2,0,1,,VR,42646,,,,0,Staphylococcus warneri      ,9160,Staphylococcus warneri      ,960,,Gideon,Gideon,VR,42646,,,,
Staphylococcus xylosus ,,3,,,,0,1,,VR,42646,,,,0,Staphylococcus xylosus      ,12300,Staphylococcus xylosus      ,1,,Gideon,,VR,42646,,,,
Stenistomera alpina ,,0,,,,-1,3,,VR,42646,,,,0,Stenistomera alpina      ,43,Stenistomera alpina      ,2485,,"Gage et al., 1995",,VR,42646,,,,
Stenotrophomonas maltophilia ,,0,,0,1,0,1,,VR,42646,,,,0,Stenotrophomonas maltophilia      ,30600,Stenotrophomonas maltophilia      ,2,,Gideon,Gideon,VR,42646,,,,
Stephanofilaria thelazioides ,,0,,,,-1,3,,VR,42646,,,,0,Stephanofilaria thelazioides      ,37,Stephanofilaria thelazioides      ,1,,"Boomker et al., 1995",,VR,42646,,,,
Stephanoprora spinosa ,,0,,,,-1,3,,VR,42641,,,,0,Stephanoprora spinosa      ,23,Stephanoprora spinosa      ,31,,Mhaisen and Abus-Eis 1992,,VR,42641,,,,
Stephanurus dentatus ,,0,,,,-1,2,,VR,42641,,,,0,Stephanurus dentatus      ,987,Stephanurus dentatus      ,11,,Rhoads 1981,,VR,42641,,,,
Stilesia hepatica ,,0,,,,-1,2,,VR,42641,,,,0,Stilesia hepatica      ,394,Stilesia hepatica      ,1993,,van Wyk and Boomker 2011,,VR,42641,,,,
Streptococcus group E     ,,1,,,,-1,1,,VR,42641,,,,0,Streptococcus group E     ,927000,Streptococcus group E     ,32,,Wessman 1986,,VR,42641,,,,
Streptococcus acidominimus ,,0,,2,2,2,2,,VR,42640,2,2,"Very rare.  As of 2002, only 4 human cases (Finkelstein et al. 2003).  Acha Vol I, pg 258: ""In man, there have been rare cases due to S. acidominimus, which is found in milk and in the genital and intestinal tracts of cattle"".  Finkelstein et al. 2003 describe S. acidominimus causing infection in a child but ""In the present case, we were unable to unequivocally identify a source of infection other than the patient's exposure to semi-raw meat during a trip to southern Israel 3 weeks prior to admission.""",0,Streptococcus acidominimus      ,865,Streptococcus acidominimus      ,396,,Gideon,Gideon,VR,42640,,Finkelstein et al. 2003,Acha,
Streptococcus agalactiae ,,0,,2,2,0,1,"Found in cattle and isolated from the human vagine and intestine, found on hands of health care workers",VR,42640,0,3,"Possibly update based on Barbara's feedback for other streptococcus? GIDEON: found in cattle and rarely in fish.  Isolated from human vagina and intestine, and carried on the hands of health-care workers.  Important cause of neonatal septicemia, meningitis, and pneumonia.  Acha: For a long time, streptococci belonging to serogroub B (S. agalactiae) were considered mainly pathogenic for animals.  They are now recognized as one of the major causes of septicemia, pneumonia, and meningitis in human newborns.  ***pg 261, Vol 1: ""Special attention has been given to neonatal sepsis caused by group B streptococci (S. agalactiae).  Research has shown that S. agalactiae colonizes a high percentage of women (7% to 30% or more) in different locations, such as the intestinal tract, the cervicovaginal region, and the upper respiratory tract.  The agent is possibly transferred from the rectal region to the vaginal canal, since most of the bacteria are intestinal.  Infact can become contaminated in utero or during childbirth.  Only a small percentage of neonates (approximately 1%) become infected and fall ill...The principal reservoir of group B streptococci causing neonatal disease is clearly the mother.  The S. agalactiae serotypes isolated from mothers and sick newborns are always the same.  Although S. agalactiae is an agent of bovine mastitis and has also been isolated from other animal species, there is no evidence that the infection is transmitted from animals to man.  In general, human and animal strains differ in some biochemical, metabolic, and serologic properties.  It has been experimentally shown that human strains of S. agalactiae can produce mastitis in bovines [citation].  However, some studies have suggested that a percentage of human infections may have derived from a bovine source [citations] or that there is reciprocal transmission between humans and bovines.  Nonetheless, research findings seem to indicate that if such transmission occurs, its importance is probably limited.  Facklam 2002 discusses how people have tried to limit diseases caused by S. agalactiae in neonatals and those have been the development of vaccines and screening procedures for the presence of S. agalactiae in anal, cervical, or vaginal carriers and subsequent antimicrobial management.  No discussion of limiting contact with livestock.  Keefe 2007:  Human infection is generally acquired from other human sources, although there may be some risk associated with direct exposure to infected animals and their products...although some surface antigens seem to be specific to the cow, Streptococcus agalactiae is now recognized to be part of the normal bacterial flora in the human throat, genitourinary tract, and rectum. Martinez et al. 2000: strains from humans and strains from bovine milk shared 58% similarity",0,Streptococcus agalactiae      ,47000,Streptococcus agalactiae      ,1568,,Gideon,Gideon,VR,42640,,Acha,Keefe 2007; Martinez et al. 2000,
Streptococcus bovis ,,0,,2,2,0,1,,VR,42640,0,2,"S. bovis in ruminants and S. bovis in humans might be different species?  See notes from Whitehead & Cotta 2000 below.  Acha: ""In addition, streptococci belonging to serogroup D (S. bovis) are a frequent cause of endocarditis and bacteremia in man.""  GIDEON divides this into Streptococcus bovis I and Streptococcus bovis II.1.  Not a lot of information on GIDEON. Ghali et al. 2004: S. bovis is a normal inhabitant of the alimentary tract of cattle, sheep, horses, and bigs.  It produces lactic acid.  Klein et al. 1979 (on S. bocis septicemia and carcinoma of the colon): S. bovis is found in the fecal flora of 10%-16% of healthy human subjects.  Several retrospective studies of S. bovis septicemia and endocarditis have implicated the gastrointestinal tract as a possible source for the initial bacteremia.  Epidemiology of S. bovis not well defined (As of 1979...) but known to be present in gastrointestinal tract of animals and recently found in gastrointestinal tract of healthy humans (and at higher rates in patients with carcinoma of the colon).  No connection made there, though.  Klein et al. 1977: Little work has been done in defining the reservoir of S. bovis in man, although it has been found to be a common inhabitant of cattle, swine, and sheep feces, and of sewage contaminated with animal waste.  Whitehead & Cotta 2000: there are human strains and ruminal strains of S. bovis.  ""The ruminal strains had at least 99% similarity between strains, as did the human strains. However, the similarity between human and ruminal strains was below 97% (data not shown), suggesting the strains represent different species.""  Grant et al. 2000: rarely (third documented case) causes meningitis in neonates.  5 week old baby, no discussion of exposure to ruminants, not even mentioned as a possibility",0,Streptococcus bovis      ,39800,Streptococcus bovis      ,167,,Gideon,Gideon,VR,42640,,Whitehead & Cotta 2000,Klein et al. 1979,
Streptococcus canis ,,0,,2,2,2,1,typically found in dogs has been isolated in humans from pharynx,VR,42640,2,1,"GIDEON: Isolated from pharynx; may be associated with pharyngitis, impteigo, and wound infections.  Facklam 2002: Originally isolated from dogs and other animals.  First isolated from a human with sepsis in 1997.  Often clinical labs do not perform phenotypic tests on group G streptococci, which means that S. canis is often not identified to spp.  ""It is not known whether human strains will have the same phenotypic characteristics [as nonhuman strains]""  Galperine et al. 2007: reviewing 54 cases of S. canis infection.  In only one of these cases was contact with an animal formally established (she presented erysipelas of the leg due to S. canis.  Consultation revealed that a dog had licked her chronic leg ulcer).  Richards et al. 2012 refers to, with citations, numerous cases of dog-to-human infections.  Fulde and Valentin-Weigand 2012 (chapter in book on host-pathogen interactions in streptococcal diseases): S. canis is part of the resident microflora of domestic carnivores, colonizing skin and mucosae of urinary, gastrointestinal, and reproductive tracts of mostly dogs and cats.  A study of 325 animals found 18% of dogs carry the bacteria and 12.7% of cats.  Ocassionally found in cattle and, in a few cases, rats, minks, mice, rabbit, foxes, and horses. Human infections rare but likely underestimated.  ""It is believed that transmission to humans occurs mainly via direct contact or as a result of animal bites. However, in most cases, aetiology of S. canis infection is unknown"" [citing Galperine et al. 2007].  Lam et al. 2007: describes mutliple cases of dog-acquired S. canis.  So while all human infections may not be from animals, I think it's safe to say, with high confidence, that some are.",0,Streptococcus canis      ,12400,Streptococcus canis      ,727,,Gideon,Gideon,VR,42640,,Lam et al. 2007,Galperine et al. 2007; Fulde and Valentin-Weigand 2012,
Streptococcus dysgalactiae ,,0,,2,2,0,2,found in cattle and associated with human infection,VR,42640,0,2,"GIDEON: has S. dysgalactiae and S. dysgalactiae subsp. equisimilis.  S. dysgalactiae found in cattle and occasionally associated with human infection.  S. dysgalactiae subsp. equisimilis has been isolated from the throat and occasionally skin lesions.  May be associated with pharyngitis.  Jordal et al. 2015: Infective endocarditis in a human caused by S. dysgalactiae subsp. dysgalactiae.  They say that S. dysgalactiae is a major cause of bovine mastitis and was perviously thought to be an animal-restricted pathogen.  However, the patient (who had a life-threatening and complicated illness) reported no direct contact with animals: ""This case illustrates the zoonotic potential of S. dysgalactiae subsp. dysgalactiae [in that it was found in a human, not that it was transmitted from a non-human animal]. Despite a thorough, retrospective interview on animal exposure, the clinical history of the patient did not reveal the source and mode of transmission of the bacterium. The clinical course was complicated, and it cannot be excluded that his concurrent malignancy contributed to the severity of the infection."" Brandt & Spellerberg 2009: Streptococcus dysgalactiae subsp. equisilimis (SDSE) is not unusual as a colonizer of the human upper respiratory, gastrointestinal, and gemale genital tracts, and it is often present in skin lesions.  Sites of colonization and focal infections serve as principal reservoirs for transmission.  !!!!!! ""Infections due to SDSE are transmitted person to person; an animal reservoir for these strains has not been reported.""  ""The genetic relationship between human and animal isolates of S. dysgalactiae, however, remains controversial.""  Fracklam 2002 describes S. dysgalactiae subsp. dysgalactiae as found in only animals and subsp. equisimilis found in humans and animals.",0,Streptococcus dysgalactiae      ,7400,Streptococcus dysgalactiae      ,726,,Gideon,Gideon,VR,42640,,Brandt & Spellerberg 2009,Jordal et al. 2015,
Streptococcus equi ,,3,,2,2,2,1,,VR,42640,2,1,"I don't think this is a duplicate...  Normally found in horses, where it causes Strangles and is highly contagious.  From GIDEON: Found in horses, occasionally isolated from human blood, sputum, and pus.  From Fracklam 2002: ""With the exception of...S. equi subsp. equi....all species listed in Table 1 have been islated from human infections.""  Facklam has S. equi subsp. equi as found only in animals but S. equi subsp. zooepidemicus as found in animals and humans.  No doubt that S. equi subsp. zooepidemicus is found in humans, usually associated with consumption of unpasteurized milk products (Kuusi et al. 2006)",0,Streptococcus equi      ,19400,Streptococcus equi      ,10,,Gideon,Gideon,VR,42640,,,,
Streptococcus equi ruminatorum     ,,0,,,,1,2,,VR,42640,,,,0,Streptococcus equi ruminatorum     ,101,Streptococcus equi ruminatorum     ,100,,"Marchandin et al., 2007",,VR,42640,,,,
